event_id,customer_id,asset_id,event_type,gross_amount,fee_amount,net_amount,event_timestamp,period_date,settlement_date,status,source_system,product_line,metadata_json,created_at
FE000127,CUST004,ASSET_USDT,stablecoin_transfer_in,3521814.46,1760.90723,3520053.55277,2025-05-20 09:52:33,2025-05-01,2025-05-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_308011"", ""custodian_ref"": ""CREF_994939""}",2025-05-20 09:52:33
FE000540,CUST013,ASSET_DOT,custody_deposit,932.7101161,0.93271012,931.77740598,2025-05-22 06:11:28,2025-05-01,2025-05-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_524321"", ""custodian_ref"": ""CREF_288015""}",2025-05-22 06:11:28
FE000165,CUST004,ASSET_ADA,custody_deposit,219.35839436,0.21935839,219.13903597,2025-03-07 17:56:40,2025-03-01,2025-03-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_622963"", ""custodian_ref"": ""CREF_356768""}",2025-03-07 17:56:40
FE000714,CUST016,ASSET_ADA,staking_reward_earned,609.97329304,60.9973293,548.97596374,2025-05-20 20:34:21,2025-05-01,2025-05-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_765009"", ""custodian_ref"": ""CREF_694882""}",2025-05-20 20:34:21
FE000068,CUST002,ASSET_USDT,stablecoin_transfer_in,4448523.38,2224.26169,4446299.11831,2024-11-10 02:08:49,2024-11-01,2024-11-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_300227"", ""custodian_ref"": ""CREF_460367""}",2024-11-10 02:08:49
FE000363,CUST010,ASSET_AVAX,custody_withdrawal,691.09045418,0.69109045,690.39936373,2024-07-25 05:44:15,2024-07-01,2024-07-02,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_227548"", ""custodian_ref"": ""CREF_712303""}",2024-07-25 05:44:15
FE000423,CUST011,ASSET_USDT,custody_fee_charge,180.2828983,3.60565797,176.67724033,2024-08-28 08:48:03,2024-08-01,2024-08-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_505578"", ""custodian_ref"": ""CREF_719354""}",2024-08-28 08:48:03
FE000409,CUST010,ASSET_AVAX,custody_withdrawal,460.73204709,0.46073205,460.27131504,2025-04-19 02:08:38,2025-04-01,2025-04-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_913266"", ""custodian_ref"": ""CREF_943551""}",2025-04-19 02:08:38
FE000054,CUST002,ASSET_USDC,stablecoin_transfer_out,3440895.15,1720.447575,3439174.702425,2025-03-17 17:40:06,2025-03-01,2025-03-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_610741"", ""custodian_ref"": ""CREF_854229""}",2025-03-17 17:40:06
FE000746,CUST017,ASSET_DOT,custody_withdrawal,466.78649709,0.4667865,466.31971059,2025-03-17 17:02:18,2025-03-01,2025-03-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_213224"", ""custodian_ref"": ""CREF_403170""}",2025-03-17 17:02:18
FE000791,CUST017,ASSET_DOT,staking_reward_settled,968.86554874,96.88655487,871.97899387,2025-05-26 10:54:04,2025-05-01,2025-05-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_356758"", ""custodian_ref"": ""CREF_874868""}",2025-05-26 10:54:04
FE000304,CUST008,ASSET_USDT,stablecoin_transfer_out,3797691.7,1898.84585,3795792.85415,2025-03-02 03:42:27,2025-03-01,2025-03-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_626346"", ""custodian_ref"": ""CREF_909254""}",2025-03-02 03:42:27
FE000596,CUST014,ASSET_USDC,custody_fee_charge,965.30019368,19.30600387,945.99418981,2024-07-28 16:59:13,2024-07-01,2024-07-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_289949"", ""custodian_ref"": ""CREF_480524""}",2024-07-28 16:59:13
FE000295,CUST008,ASSET_DOT,custody_withdrawal,423.30648671,0.42330649,422.88318022,2024-10-13 01:14:33,2024-10-01,2024-10-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_945879"", ""custodian_ref"": ""CREF_726626""}",2024-10-13 01:14:33
FE000558,CUST013,ASSET_MATIC,custody_fee_charge,594.12145863,11.88242917,582.23902946,2025-02-22 08:20:43,2025-02-01,2025-02-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_702605"", ""custodian_ref"": ""CREF_896656""}",2025-02-22 08:20:43
FE000012,CUST001,ASSET_ETH,custody_deposit,97.46227082,0.09746227,97.36480855,2024-08-22 16:54:31,2024-08-01,2024-08-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_792889"", ""custodian_ref"": ""CREF_210947""}",2024-08-22 16:54:31
FE000322,CUST009,ASSET_SOL,staking_reward_earned,32.12989271,3.21298927,28.91690344,2024-07-22 20:04:15,2024-07-01,2024-07-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_787449"", ""custodian_ref"": ""CREF_317555""}",2024-07-22 20:04:15
FE000171,CUST004,ASSET_ADA,staking_fee_charge,117.35201506,11.73520151,105.61681355,2024-12-26 20:39:34,2024-12-01,2024-12-28,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_365463"", ""custodian_ref"": ""CREF_375192""}",2024-12-26 20:39:34
FE000225,CUST006,ASSET_ADA,custody_withdrawal,186.16981959,0.18616982,185.98364977,2025-02-10 11:43:42,2025-02-01,2025-02-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_624524"", ""custodian_ref"": ""CREF_875795""}",2025-02-10 11:43:42
FE000644,CUST015,ASSET_ADA,staking_reward_settled,36.81887927,3.68188793,33.13699134,2024-07-16 04:57:31,2024-07-01,2024-07-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_264332"", ""custodian_ref"": ""CREF_138091""}",2024-07-16 04:57:31
FE000388,CUST010,ASSET_USDC,custody_withdrawal,355.53222009,0.35553222,355.17668787,2024-11-16 14:43:33,2024-11-01,2024-11-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_368486"", ""custodian_ref"": ""CREF_246346""}",2024-11-16 14:43:33
FE000811,CUST018,ASSET_ATOM,custody_deposit,68.49989412,0.06849989,68.43139423,2024-11-25 06:48:25,2024-11-01,2024-11-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_612016"", ""custodian_ref"": ""CREF_288537""}",2024-11-25 06:48:25
FE000353,CUST009,ASSET_ETH,staking_reward_earned,72.96158974,7.29615897,65.66543077,2024-08-16 10:38:47,2024-08-01,2024-09-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_725740"", ""custodian_ref"": ""CREF_812563""}",2024-08-16 10:38:47
FE000718,CUST016,ASSET_MATIC,staking_fee_charge,889.49936377,88.94993638,800.54942739,2025-06-08 01:52:44,2025-06-01,2025-06-29,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_507689"", ""custodian_ref"": ""CREF_622502""}",2025-06-08 01:52:44
FE000504,CUST012,ASSET_USDC,stablecoin_transfer_in,4945220.43,2472.610215,4942747.819785,2024-09-26 06:53:34,2024-09-01,2024-09-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_798780"", ""custodian_ref"": ""CREF_887086""}",2024-09-26 06:53:34
FE000227,CUST006,ASSET_USDC,custody_withdrawal,932.09473002,0.93209473,931.16263529,2024-07-18 01:16:38,2024-07-01,2024-07-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_630560"", ""custodian_ref"": ""CREF_608670""}",2024-07-18 01:16:38
FE000864,CUST019,ASSET_ADA,staking_fee_charge,107.52574042,10.75257404,96.77316638,2024-12-04 03:41:49,2024-12-01,2024-12-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_706811"", ""custodian_ref"": ""CREF_787641""}",2024-12-04 03:41:49
FE000476,CUST012,ASSET_ETH,staking_reward_earned,25.92471517,2.59247152,23.33224365,2024-07-25 09:15:49,2024-07-01,2024-07-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_975604"", ""custodian_ref"": ""CREF_672805""}",2024-07-25 09:15:49
FE000461,CUST011,ASSET_ADA,staking_fee_charge,164.63270544,16.46327054,148.1694349,2024-12-08 05:00:23,2024-12-01,2024-12-30,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_827154"", ""custodian_ref"": ""CREF_246837""}",2024-12-08 05:00:23
FE000122,CUST003,ASSET_USDT,stablecoin_transfer_in,1467377.99,733.688995,1466644.301005,2025-01-22 14:36:05,2025-01-01,2025-01-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_842391"", ""custodian_ref"": ""CREF_601943""}",2025-01-22 14:36:05
FE000568,CUST014,ASSET_USDC,stablecoin_transfer_in,4190098.86,2095.04943,4188003.81057,2024-10-08 14:14:53,2024-10-01,2024-10-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_975918"", ""custodian_ref"": ""CREF_928920""}",2024-10-08 14:14:53
FE000614,CUST014,ASSET_ADA,staking_reward_earned,747.51774624,74.75177462,672.76597162,2025-01-27 09:49:06,2025-01-01,2025-01-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_969721"", ""custodian_ref"": ""CREF_399470""}",2025-01-27 09:49:06
FE000268,CUST007,ASSET_ADA,staking_reward_settled,789.75452529,78.97545253,710.77907276,2024-07-21 02:50:14,2024-07-01,2024-07-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_903088"", ""custodian_ref"": ""CREF_480181""}",2024-07-21 02:50:14
FE000451,CUST011,ASSET_MATIC,custody_fee_charge,46.95459037,0.93909181,46.01549856,2024-09-13 19:17:01,2024-09-01,2024-09-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_742286"", ""custodian_ref"": ""CREF_560527""}",2024-09-13 19:17:01
FE000818,CUST018,ASSET_ADA,staking_reward_settled,491.24453586,49.12445359,442.12008227,2025-01-05 09:24:53,2025-01-01,2025-01-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_875406"", ""custodian_ref"": ""CREF_364381""}",2025-01-05 09:24:53
FE000845,CUST019,ASSET_AVAX,custody_fee_charge,394.15273045,7.88305461,386.26967584,2024-11-14 05:35:47,2024-11-01,2024-11-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_901052"", ""custodian_ref"": ""CREF_633573""}",2024-11-14 05:35:47
FE000932,CUST020,ASSET_MATIC,staking_reward_settled,872.61607789,87.26160779,785.3544701,2025-03-05 20:12:42,2025-03-01,2025-03-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_499850"", ""custodian_ref"": ""CREF_631981""}",2025-03-05 20:12:42
FE000159,CUST004,ASSET_ETH,custody_deposit,93.46953508,0.09346954,93.37606554,2024-09-11 12:47:19,2024-09-01,2024-09-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_958600"", ""custodian_ref"": ""CREF_467651""}",2024-09-11 12:47:19
FE000871,CUST019,ASSET_AVAX,staking_fee_charge,296.12047011,29.61204701,266.5084231,2025-02-23 18:15:29,2025-02-01,2025-03-01,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_541221"", ""custodian_ref"": ""CREF_364063""}",2025-02-23 18:15:29
FE000834,CUST018,ASSET_USDT,custody_deposit,981.59127362,0.98159127,980.60968235,2024-09-16 04:05:06,2024-09-01,2024-09-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_240025"", ""custodian_ref"": ""CREF_566849""}",2024-09-16 04:05:06
FE000541,CUST013,ASSET_ATOM,custody_fee_charge,130.87190386,2.61743808,128.25446578,2025-05-15 04:00:49,2025-05-01,2025-05-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_620127"", ""custodian_ref"": ""CREF_735823""}",2025-05-15 04:00:49
FE000719,CUST016,ASSET_MATIC,custody_deposit,679.49322855,0.67949323,678.81373532,2025-01-13 15:02:05,2025-01-01,2025-01-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_390403"", ""custodian_ref"": ""CREF_837939""}",2025-01-13 15:02:05
FE000048,CUST002,ASSET_AVAX,staking_reward_earned,714.23308529,71.42330853,642.80977676,2024-09-26 13:44:51,2024-09-01,2024-09-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_619637"", ""custodian_ref"": ""CREF_581915""}",2024-09-26 13:44:51
FE000882,CUST019,ASSET_USDT,stablecoin_transfer_out,3082670.55,1541.335275,3081129.214725,2024-10-20 02:03:39,2024-10-01,2024-10-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_247634"", ""custodian_ref"": ""CREF_908712""}",2024-10-20 02:03:39
FE000766,CUST017,ASSET_MATIC,custody_withdrawal,904.15509031,0.90415509,903.25093522,2025-06-18 15:30:29,2025-06-01,2025-06-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_100445"", ""custodian_ref"": ""CREF_854533""}",2025-06-18 15:30:29
FE000619,CUST014,ASSET_SOL,custody_fee_charge,28.88599149,0.57771983,28.30827166,2024-11-06 20:20:59,2024-11-01,2024-11-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_502075"", ""custodian_ref"": ""CREF_262201""}",2024-11-06 20:20:59
FE000462,CUST011,ASSET_DOT,staking_fee_charge,842.36955902,84.2369559,758.13260312,2024-07-04 06:21:10,2024-07-01,2024-07-28,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_365176"", ""custodian_ref"": ""CREF_590854""}",2024-07-04 06:21:10
FE000894,CUST020,ASSET_ATOM,staking_reward_earned,645.87609667,64.58760967,581.288487,2024-11-10 15:43:02,2024-11-01,2024-12-03,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_104895"", ""custodian_ref"": ""CREF_241997""}",2024-11-10 15:43:02
FE000688,CUST016,ASSET_AVAX,custody_fee_charge,489.53835175,9.79076704,479.74758471,2024-08-07 21:55:40,2024-08-01,2024-08-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_745712"", ""custodian_ref"": ""CREF_182676""}",2024-08-07 21:55:40
FE000392,CUST010,ASSET_USDC,stablecoin_transfer_out,276819.34,138.40967,276680.93033,2024-11-01 16:04:12,2024-11-01,2024-11-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_326239"", ""custodian_ref"": ""CREF_890851""}",2024-11-01 16:04:12
FE000007,CUST001,ASSET_ETH,staking_reward_earned,74.21272285,7.42127229,66.79145056,2025-05-16 08:38:25,2025-05-01,2025-05-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_953628"", ""custodian_ref"": ""CREF_259341""}",2025-05-16 08:38:25
FE000738,CUST017,ASSET_USDT,stablecoin_transfer_in,4953753.8,2476.8769,4951276.9231,2025-02-07 16:45:40,2025-02-01,2025-02-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_900184"", ""custodian_ref"": ""CREF_978820""}",2025-02-07 16:45:40
FE000602,CUST014,ASSET_SOL,custody_fee_charge,10.05541466,0.20110829,9.85430637,2024-07-28 03:13:39,2024-07-01,2024-07-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_672172"", ""custodian_ref"": ""CREF_899863""}",2024-07-28 03:13:39
FE000903,CUST020,ASSET_USDT,stablecoin_transfer_in,4385238.98,2192.61949,4383046.36051,2024-10-01 23:27:48,2024-10-01,2024-10-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_503193"", ""custodian_ref"": ""CREF_380361""}",2024-10-01 23:27:48
FE000911,CUST020,ASSET_ATOM,custody_fee_charge,616.38270653,12.32765413,604.0550524,2024-12-28 14:46:05,2024-12-01,2024-12-04,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_184914"", ""custodian_ref"": ""CREF_645052""}",2024-12-28 14:46:05
FE000536,CUST013,ASSET_AVAX,staking_fee_charge,473.11141183,47.31114118,425.80027065,2025-05-24 03:09:33,2025-05-01,2025-06-02,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_271482"", ""custodian_ref"": ""CREF_176886""}",2025-05-24 03:09:33
FE000109,CUST003,ASSET_SOL,staking_reward_settled,13.47984961,1.34798496,12.13186465,2024-10-12 15:30:28,2024-10-01,2024-10-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_907364"", ""custodian_ref"": ""CREF_290272""}",2024-10-12 15:30:28
FE000748,CUST017,ASSET_USDC,stablecoin_transfer_in,4334228.43,2167.114215,4332061.315785,2024-10-28 05:10:41,2024-10-01,2024-10-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_878477"", ""custodian_ref"": ""CREF_736829""}",2024-10-28 05:10:41
FE000065,CUST002,ASSET_SOL,staking_reward_earned,37.87858054,3.78785805,34.09072249,2024-11-28 17:48:59,2024-11-01,2024-12-01,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_785263"", ""custodian_ref"": ""CREF_687297""}",2024-11-28 17:48:59
FE000869,CUST019,ASSET_USDT,stablecoin_transfer_out,2442392.38,1221.19619,2441171.18381,2025-02-01 16:00:42,2025-02-01,2025-02-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_301640"", ""custodian_ref"": ""CREF_130194""}",2025-02-01 16:00:42
FE000148,CUST004,ASSET_USDT,stablecoin_transfer_in,1469282.42,734.64121,1468547.77879,2025-06-27 15:00:03,2025-06-01,2025-06-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_788765"", ""custodian_ref"": ""CREF_233475""}",2025-06-27 15:00:03
FE000294,CUST008,ASSET_USDT,custody_fee_charge,146.70949787,2.93418996,143.77530791,2024-10-27 01:41:27,2024-10-01,2024-10-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_408126"", ""custodian_ref"": ""CREF_232430""}",2024-10-27 01:41:27
FE000300,CUST008,ASSET_BTC,custody_fee_charge,7.43087222,0.14861744,7.28225478,2024-08-21 03:48:43,2024-08-01,2024-08-02,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_112458"", ""custodian_ref"": ""CREF_620477""}",2024-08-21 03:48:43
FE000548,CUST013,ASSET_AVAX,staking_fee_charge,224.65716389,22.46571639,202.1914475,2025-01-03 20:28:36,2025-01-01,2025-01-29,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_911663"", ""custodian_ref"": ""CREF_338781""}",2025-01-03 20:28:36
FE000610,CUST014,ASSET_AVAX,staking_reward_settled,749.40503691,74.94050369,674.46453322,2025-01-25 13:56:48,2025-01-01,2025-01-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_264864"", ""custodian_ref"": ""CREF_760641""}",2025-01-25 13:56:48
FE000152,CUST004,ASSET_ADA,custody_fee_charge,700.68430388,14.01368608,686.6706178,2024-08-03 23:37:22,2024-08-01,2024-08-03,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_935187"", ""custodian_ref"": ""CREF_533770""}",2024-08-03 23:37:22
FE000577,CUST014,ASSET_USDT,stablecoin_transfer_in,4981200.94,2490.60047,4978710.33953,2025-04-09 16:11:44,2025-04-01,2025-04-04,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_345715"", ""custodian_ref"": ""CREF_112803""}",2025-04-09 16:11:44
FE000533,CUST013,ASSET_SOL,staking_reward_settled,91.92059198,9.1920592,82.72853278,2024-11-02 22:55:29,2024-11-01,2024-11-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_825380"", ""custodian_ref"": ""CREF_128129""}",2024-11-02 22:55:29
FE000180,CUST005,ASSET_SOL,staking_reward_earned,73.0505845,7.30505845,65.74552605,2025-05-20 12:58:00,2025-05-01,2025-05-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_650866"", ""custodian_ref"": ""CREF_613893""}",2025-05-20 12:58:00
FE000578,CUST014,ASSET_USDC,custody_deposit,713.31652225,0.71331652,712.60320573,2025-04-11 08:31:52,2025-04-01,2025-04-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_449123"", ""custodian_ref"": ""CREF_719089""}",2025-04-11 08:31:52
FE000259,CUST007,ASSET_DOT,staking_reward_earned,492.94524004,49.294524,443.65071604,2025-06-27 10:57:41,2025-06-01,2025-07-02,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_570688"", ""custodian_ref"": ""CREF_753998""}",2025-06-27 10:57:41
FE000767,CUST017,ASSET_USDC,stablecoin_transfer_out,540496.66,270.24833,540226.41167,2025-06-27 19:40:11,2025-06-01,2025-06-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_437965"", ""custodian_ref"": ""CREF_512813""}",2025-06-27 19:40:11
FE000355,CUST009,ASSET_ADA,custody_deposit,630.44827076,0.63044827,629.81782249,2024-08-19 02:53:16,2024-08-01,2024-08-01,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_921483"", ""custodian_ref"": ""CREF_923338""}",2024-08-19 02:53:16
FE000185,CUST005,ASSET_MATIC,custody_deposit,704.55216744,0.70455217,703.84761527,2025-02-06 19:57:46,2025-02-01,2025-02-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_910959"", ""custodian_ref"": ""CREF_876383""}",2025-02-06 19:57:46
FE000096,CUST003,ASSET_ADA,staking_reward_earned,612.30063884,61.23006388,551.07057496,2025-04-13 19:12:11,2025-04-01,2025-04-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_488451"", ""custodian_ref"": ""CREF_796573""}",2025-04-13 19:12:11
FE000319,CUST009,ASSET_AVAX,staking_reward_settled,806.92837746,80.69283775,726.23553971,2024-07-28 18:23:22,2024-07-01,2024-07-28,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_822560"", ""custodian_ref"": ""CREF_989597""}",2024-07-28 18:23:22
FE000877,CUST019,ASSET_USDC,stablecoin_transfer_in,4698294.15,2349.147075,4695945.002925,2024-10-28 22:37:29,2024-10-01,2024-10-02,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_496845"", ""custodian_ref"": ""CREF_778992""}",2024-10-28 22:37:29
FE000394,CUST010,ASSET_ATOM,staking_reward_earned,282.12524254,28.21252425,253.91271829,2025-06-01 02:44:24,2025-06-01,2025-07-02,pending,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_805419"", ""custodian_ref"": ""CREF_705257""}",2025-06-01 02:44:24
FE000736,CUST017,ASSET_USDT,stablecoin_transfer_in,1828562.13,914.281065,1827647.848935,2024-07-16 09:33:24,2024-07-01,2024-07-03,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_322495"", ""custodian_ref"": ""CREF_765428""}",2024-07-16 09:33:24
FE000934,CUST020,ASSET_DOT,staking_reward_earned,288.01742937,28.80174294,259.21568643,2025-03-05 05:16:02,2025-03-01,2025-03-31,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_435079"", ""custodian_ref"": ""CREF_859458""}",2025-03-05 05:16:02
FE000503,CUST012,ASSET_DOT,custody_deposit,315.11931966,0.31511932,314.80420034,2025-03-04 07:33:10,2025-03-01,2025-03-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_559583"", ""custodian_ref"": ""CREF_852111""}",2025-03-04 07:33:10
FE000531,CUST013,ASSET_SOL,custody_deposit,64.3610835,0.06436108,64.29672242,2024-11-19 18:36:05,2024-11-01,2024-11-04,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_479228"", ""custodian_ref"": ""CREF_904277""}",2024-11-19 18:36:05
FE000312,CUST009,ASSET_SOL,staking_reward_earned,77.87283669,7.78728367,70.08555302,2025-03-07 07:05:11,2025-03-01,2025-03-29,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_445320"", ""custodian_ref"": ""CREF_509127""}",2025-03-07 07:05:11
FE000485,CUST012,ASSET_USDC,custody_fee_charge,323.20283808,6.46405676,316.73878132,2025-02-14 17:49:04,2025-02-01,2025-02-01,settled,billing_system,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_810531"", ""custodian_ref"": ""CREF_571425""}",2025-02-14 17:49:04
FE000782,CUST017,ASSET_DOT,custody_withdrawal,268.48319218,0.26848319,268.21470899,2024-09-15 12:24:05,2024-09-01,2024-09-03,settled,custody_platform,custody,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_534287"", ""custodian_ref"": ""CREF_966422""}",2024-09-15 12:24:05
FE000673,CUST016,ASSET_AVAX,staking_reward_earned,661.29816526,66.12981653,595.16834873,2024-07-14 03:08:51,2024-07-01,2024-07-30,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_163865"", ""custodian_ref"": ""CREF_919400""}",2024-07-14 03:08:51
FE000019,CUST001,ASSET_USDC,stablecoin_transfer_out,748419.03,374.209515,748044.820485,2025-02-18 00:12:27,2025-02-01,2025-02-01,settled,custody_platform,stablecoin,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_641860"", ""custodian_ref"": ""CREF_723076""}",2025-02-18 00:12:27
FE000783,CUST017,ASSET_MATIC,staking_reward_earned,831.53447961,83.15344796,748.38103165,2024-09-25 11:03:46,2024-09-01,2024-10-03,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_534548"", ""custodian_ref"": ""CREF_395008""}",2024-09-25 11:03:46
FE000395,CUST010,ASSET_ETH,staking_fee_charge,64.5216529,6.45216529,58.06948761,2025-06-19 09:26:57,2025-06-01,2025-06-29,settled,billing_system,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_375610"", ""custodian_ref"": ""CREF_141341""}",2025-06-19 09:26:57
FE000331,CUST009,ASSET_ETH,staking_reward_settled,19.81449897,1.9814499,17.83304907,2024-10-09 20:28:56,2024-10-01,2024-11-02,settled,protocol_oracle,staking,"{""product_version"": ""v2"", ""protocol_ref"": ""TX_876396"", ""custodian_ref"": ""CREF_943001""}",2024-10-09 20:28:56
